ax,ay,az,gx,gy,gz,temp_raw,flags,ax_g,ay_g,az_g,a_mag
-12650,26580,0,0,0,0,0,0,-1.58125,3.3225000000000002,0.0,3.679586636091071
26174,15031,10682,16353,-3637,-7603,-8131,16408,3.27175,1.878875,1.33525,4.002175894513508
3432,14181,-2088,-16367,-12588,26580,0,0,0.429,1.7726250000000001,-0.261,1.8423792743691514
0,0,0,0,-23861,-7653,-29895,16354,0.0,0.0,0.0,0.0
-11538,4659,-8150,16408,-25596,24127,-4572,-16367,-1.44225,0.582375,-1.01875,1.8593271002233578
-12492,26580,0,0,0,0,0,0,-1.5615,3.3225000000000002,0.0,3.6711426695240275
-5638,-1871,-9785,16368,19107,-18151,-5042,16404,-0.70475,-0.233875,-1.223125,1.4308755514544234
17747,2156,-30358,-16376,-12432,26580,0,0,2.218375,0.2695,-3.79475,4.4038557484464675
0,0,0,0,-12210,-29503,301,16332,0.0,0.0,0.0,0.0
2688,-7773,-17919,16408,30683,-553,-30941,-16366,0.336,-0.9716250000000001,-2.239875,2.46454684602464
-12121,26580,0,0,0,0,0,0,-1.515125,3.3225000000000002,0.0,3.651658529439055
9694,-20192,11277,16369,28161,-27334,20629,16405,1.21175,-2.524,1.4096250000000001,3.134638209287477
13322,-11210,9970,-16379,-12061,26580,0,0,1.6652500000000001,-1.40125,1.24625,2.507927069812837
0,0,0,0,-13001,-15564,5174,16375,0.0,0.0,0.0,0.0
-4874,-30727,6647,16409,-6982,7447,15073,-16369,-0.60925,-3.840875,0.830875,3.976664380325551
-11938,26580,0,0,0,0,0,0,-1.49225,3.3225000000000002,0.0,3.6422268343006867
-18202,8518,21024,16372,27615,20504,27057,16409,-2.27525,1.06475,2.628,3.6354970946213125
-7570,6351,656,-16370,-11878,26580,0,0,-0.94625,0.793875,0.082,1.2378814879159474
0,0,0,0,-25153,31537,27552,16394,0.0,0.0,0.0,0.0
24726,-16264,-29237,16398,17114,6048,-2038,-16359,3.09075,-2.033,-3.6546250000000002,5.200202731925459
-11818,26580,0,0,0,0,0,0,-1.47725,3.3225000000000002,0.0,3.6361069583415726
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,-11758,26580,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
-11698,26580,0,0,0,0,0,0,-1.46225,3.3225000000000002,0.0,3.630038748071431
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,-11629,26580,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
-9557,26580,0,0,0,0,0,0,-1.194625,3.3225000000000002,0.0,3.530741443468355
18300,-14065,30426,16387,28360,-6106,-29201,16377,2.2875,-1.758125,3.8032500000000002,4.773716615816759
-19395,24879,-4720,-16382,-9496,26580,0,0,-2.424375,3.109875,-0.59,3.987106301097326
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
-9436,26580,0,0,0,0,0,0,-1.1795,3.3225000000000002,0.0,3.5256526346195822
11216,21864,-9871,16412,373,15260,3061,16401,1.4020000000000001,2.733,-1.233875,3.3101873837631914
-32694,-2331,28843,-16374,-9376,26580,0,0,-4.08675,-0.291375,3.605375,5.457577653478694
0,0,0,0,-8741,-6668,-15709,16414,0.0,0.0,0.0,0.0
22681,19892,2984,16401,-12453,20757,25677,-16371,2.835125,2.4865,0.373,3.7894254202484317
-9198,26580,0,0,0,0,0,0,-1.14975,3.3225000000000002,0.0,3.5158116150470864
-1010,30487,9889,16413,-2266,22040,7501,16400,-0.12625,3.8108750000000002,1.236125,4.0083303685886476
-21028,8988,-17272,-16372,-9085,26580,0,0,-2.6285,1.1235,-2.1590000000000003,3.5822542483748974
0,0,0,0,22795,-20378,-24173,16411,0.0,0.0,0.0,0.0
28907,-32092,-5850,16395,326,1921,20298,-16371,3.613375,-4.0115,-0.7312500000000001,5.448241707480038
-9025,26580,0,0,0,0,0,0,-1.128125,3.3225000000000002,0.0,3.508799262657384
-4802,-27520,28667,16412,18032,30792,-21696,16408,-0.6002500000000001,-3.44,3.583375,5.003446457505566
-20510,-19089,18572,-16369,-8649,26580,0,0,-2.56375,-2.386125,2.3215,4.201876822102832
3,0,0,0,0,0,0,0,0.000375,0.0,0.0,0.000375
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
-8614,26580,0,0,1,0,0,0,-1.07675,3.3225000000000002,0.0,3.4926203361516412
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,-8609,26580,0,0,0.0,0.0,0.0,0.0
0,0,0,0,4433,2270,-7348,16411,0.0,0.0,0.0,0.0
26535,-8406,-8671,16402,21285,-4939,-15865,-16373,3.316875,-1.05075,-1.083875,3.6442448248917088
-8589,26580,0,0,3,0,0,0,-1.073625,3.3225000000000002,0.0,3.491658186395828
-27370,-32417,-12600,16410,-32039,-22688,-19404,16392,-3.42125,-4.052125,-1.575,5.53220512798694
-9904,-27244,14543,-16371,-8553,26580,0,0,-1.238,-3.4055,1.8178750000000001,4.053978757421529
1,0,0,0,-9700,-9481,17985,16399,0.000125,0.0,0.0,0.000125
-28203,-8777,6789,16390,15120,10250,-21597,-16378,-3.525375,-1.0971250000000001,0.848625,3.78841873964257
-8549,26580,0,0,0,0,0,0,-1.068625,3.3225000000000002,0.0,3.4901240150781176
17286,-6399,-500,16413,-21912,-13030,-20009,16377,2.16075,-0.799875,-0.0625,2.304896272747431
29654,25088,-21856,-16378,-8529,26580,0,0,3.70675,3.136,-2.732,5.571204139367
3,0,0,0,-9121,-16965,-19133,16416,0.000375,0.0,0.0,0.000375
2550,-13410,-27214,16387,-13592,-6449,-17126,-16382,0.31875000000000003,-1.67625,-3.4017500000000003,3.8056955589615944
-8492,26580,0,0,1,0,0,0,-1.0615,3.3225000000000002,0.0,3.4879490391919434
-28872,70,-22590,16408,31668,2440,19536,16390,-3.609,0.00875,-2.82375,4.5824143881801005
27497,26535,19244,-16372,-8489,26580,0,0,3.437125,3.316875,2.4055,5.348076128969183
0,0,0,0,30484,32460,-22522,16410,0.0,0.0,0.0,0.0
-4916,32252,20497,16388,-581,22397,-23050,-16371,-0.6145,4.0315,2.562125,4.816127803082576
-8469,26580,0,0,3,0,0,0,-1.058625,3.3225000000000002,0.0,3.4870751555745114
-7528,-27701,-13746,16411,-10027,19073,5448,16402,-0.9410000000000001,-3.462625,-1.71825,3.978396153366957
-25050,-32722,16913,-16371,-8432,26580,0,0,-3.13125,-4.09025,2.114125,5.568159133917152
1,0,0,0,-6976,6413,-282,16407,0.000125,0.0,0.0,0.000125
-16030,23327,-8239,16389,-8908,-4997,1142,-16372,-2.00375,2.915875,-1.029875,3.6848315556820235
-8429,26580,0,0,0,0,0,0,-1.053625,3.3225000000000002,0.0,3.4855604844307324
-14381,16603,-21606,16414,-27496,-31156,31267,16336,-1.797625,2.075375,-2.70075,3.8513228368639782
-30090,26713,-3387,-16379,-8409,26580,0,0,-3.76125,3.339125,-0.423375,5.047375924056975
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
-15013,26605,0,0,3,0,0,0,-1.876625,3.325625,0.0,3.8185734288147453
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,-15011,26605,0,0,0.0,0.0,0.0,0.0
1,0,0,0,23052,25617,-22062,16410,0.000125,0.0,0.0,0.000125
-28069,-18938,8234,16374,-3160,-24775,24158,-16366,-3.508625,-2.36725,1.02925,4.355878501017331
-14953,26605,0,0,3,0,0,0,-1.8691250000000001,3.325625,0.0,3.814893171014098
27012,-26308,19318,16420,-15328,25165,4773,16288,3.3765,-3.2885,2.41475,5.295847624554543
28530,-9082,-15437,-16368,-14950,26605,0,0,3.56625,-1.13525,-1.9296250000000001,4.210746283691883
1,0,0,0,18068,1634,2021,16411,0.000125,0.0,0.0,0.000125
4554,-28700,23187,16377,23002,-31242,-11115,-16367,0.56925,-3.5875,2.898375,4.647018340089159
-14893,26605,0,0,3,0,0,0,-1.861625,3.325625,0.0,3.811224118475585
8700,29236,16172,16411,-22033,-21214,-28470,16376,1.0875000000000001,3.6545,2.0215,4.315609893166897
-366,20079,29649,-16367,-14890,26605,0,0,-0.04575,2.509875,3.706125,4.476262737345743
1,0,0,0,-16445,28155,-29830,16409,0.000125,0.0,0.0,0.000125
-28757,-17680,349,16371,6877,-2618,774,-16368,-3.594625,-2.21,0.043625000000000004,4.219873461521092
-14833,26605,0,0,3,0,0,0,-1.854125,3.325625,0.0,3.807566303592099
-23294,11916,-18223,16409,10572,-4255,4702,16367,-2.91175,1.4895,-2.277875,3.9856759562369093
29232,8995,-29693,-16372,-14830,26605,0,0,3.654,1.1243750000000001,-3.711625,5.328423339154838
3,0,0,0,-6088,-25904,-22688,16409,0.000375,0.0,0.0,0.000375
-19860,4408,-2066,16364,21680,1373,-17747,-16370,-2.4825,0.551,-0.25825,2.555993018867618
-14770,26605,0,0,1,0,0,0,-1.84625,3.325625,0.0,3.803737727962458
-11960,-19305,-14826,16409,-3161,18906,22006,16369,-1.495,-2.413125,-1.85325,3.39009333619666
822,24343,14523,-16369,-14705,26605,0,0,0.10275000000000001,3.042875,1.815375,3.5447471304382208
3,0,0,0,0,0,0,0,0.000375,0.0,0.0,0.000375
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
-14574,26605,0,0,3,0,0,0,-1.82175,3.325625,0.0,3.7919064734147914
-28626,4193,29681,16409,20544,-4416,-8598,16393,-3.57825,0.5241250000000001,3.710125,5.181081701126706
-5731,-13384,26095,-16378,-14514,26605,0,0,-0.716375,-1.673,3.261875,3.7352310044025385
3,0,0,0,16444,-6387,2310,16410,0.000375,0.0,0.0,0.000375
-12544,-27914,-19829,16396,-24284,21221,7642,-16379,-1.568,-3.48925,-2.478625,4.558187299039499
-14454,26605,0,0,3,0,0,0,-1.80675,3.325625,0.0,3.7847228700560103
-24049,-28558,10346,16412,2292,-19018,-19690,16400,-3.006125,-3.56975,1.29325,4.842767611668456
32595,12535,14420,-16368,-14394,26605,0,0,4.074375,1.566875,1.8025,4.7227783302045845
3,0,0,0,25078,4856,-8746,16411,0.000375,0.0,0.0,0.000375
-6074,-31162,-31259,16392,-2822,28748,-15764,-16373,-0.75925,-3.89525,-3.907375,5.569291922284645
-14333,26605,0,0,3,0,0,0,-1.791625,3.325625,0.0,3.7775258809503875
-20847,9623,22177,16413,15806,17610,267,16364,-2.605875,1.202875,2.772125,3.990259364612155
-21571,-30252,28849,-16368,-14273,26605,0,0,-2.696375,-3.7815,3.606125,5.879993019234802
3,0,0,0,-6146,11448,-19208,16411,0.000375,0.0,0.0,0.000375
11538,27268,31131,16372,17943,-22822,22971,-16369,1.44225,3.4085,3.891375,5.370359085119449
-13942,26605,0,0,3,0,0,0,-1.74275,3.325625,0.0,3.754591749195244
-20821,15180,-30303,16412,8099,2805,-28601,16372,-2.602625,1.8975,-3.787875,4.972138388686502
31056,29720,3996,-16367,-13882,26605,0,0,3.882,3.715,0.4995,5.396355181972365
3,0,0,0,-24758,13843,2840,16411,0.000375,0.0,0.0,0.000375
30967,15277,-2939,16372,-23624,-20420,26447,-16371,3.8708750000000003,1.9096250000000001,-0.367375,4.331893961868758
-13818,26605,0,0,3,0,0,0,-1.72725,3.325625,0.0,3.74742234117333
20084,-638,10833,16415,-5567,-11737,-16832,16388,2.5105,-0.07975,1.354125,2.85352848735123
24723,29131,-28283,-16367,-13758,26605,0,0,3.090375,3.641375,-3.535375,5.942129746300984
3,0,0,0,5179,9441,-5699,16407,0.000375,0.0,0.0,0.000375
-24839,562,-24206,16392,-2256,533,-20997,-16368,-3.1048750000000003,0.07025,-3.02575,4.335936679729652
-13697,26605,0,0,3,0,0,0,-1.7121250000000001,3.325625,0.0,3.7404750575628762
-20150,31006,-18077,16415,23565,-30293,19213,16373,-2.5187500000000003,3.87575,-2.259625,5.145040793387842
5880,-21840,-8833,-16365,-13627,26605,0,0,0.735,-2.73,-1.104125,3.0351634248628194
3,0,0,0,-10221,-27569,6336,16412,0.000375,0.0,0.0,0.000375
11573,12650,-23794,16362,21130,21648,20503,-16367,1.446625,1.58125,-2.97425,3.665956698547461
-13530,26605,0,0,3,0,0,0,-1.6912500000000001,3.325625,0.0,3.7309661219481747
27226,19064,15096,16411,12847,2507,6991,16370,3.40325,2.383,1.887,4.5630656978066835
-14422,23644,19649,-16369,-13341,26605,0,0,-1.80275,2.9555000000000002,2.456125,4.244695257391866
3,0,0,0,-28065,197,28606,16415,0.000375,0.0,0.0,0.000375
-9699,32301,23425,16371,-23852,-30844,28432,-16364,-1.212375,4.037625,2.928125,5.13285347510281
-13281,26605,0,0,3,0,0,0,-1.660125,3.325625,0.0,3.7169606745632917
-15890,-6942,-3046,16415,11949,-8004,25444,16370,-1.98625,-0.86775,-0.38075000000000003,2.2007157216460285
-9642,32379,31134,-16364,-13221,26605,0,0,-1.20525,4.047375,3.89175,5.742785910655646
3,0,0,0,28992,14601,-30500,16415,0.000375,0.0,0.0,0.000375
18433,-12091,10499,16369,27566,6795,19376,-16364,2.304125,-1.5113750000000001,1.312375,3.052142615749631
-13155,26605,0,0,3,0,0,0,-1.6443750000000001,3.325625,0.0,3.7099529351799063
25338,-9085,-14608,16413,-8615,-17989,30241,16388,3.16725,-1.135625,-1.826,3.82823623920011
13286,-22284,-21486,-16367,-13095,26605,0,0,1.66075,-2.7855,-2.68575,4.210742674992145
3,0,0,0,12053,-13273,-30086,16412,0.000375,0.0,0.0,0.000375
-14907,-32199,4124,16381,11330,21003,21760,-16368,-1.863375,-4.024875,0.5155,4.465145619825853
-13035,26605,0,0,3,0,0,0,-1.629375,3.325625,0.0,3.7033288446004904
5359,17783,-30282,16411,-25910,9535,17724,16373,0.669875,2.222875,-3.78525,4.440498096356984
7695,-14551,10694,-16368,-12975,26605,0,0,0.961875,-1.818875,1.33675,2.4536524496656003
3,0,0,0,-13354,2815,-4073,16412,0.000375,0.0,0.0,0.000375
-7551,-5020,17688,16369,15998,-32570,-10245,-16367,-0.943875,-0.6275000000000001,2.211,2.484587946848531
-12915,26605,0,0,3,0,0,0,-1.6143750000000001,3.325625,0.0,3.6967537490682285
10890,-21626,26885,16411,29026,-29691,-16901,16366,1.36125,-2.70325,3.360625,4.522649943962611
18336,491,-21045,-16369,-12855,26605,0,0,2.2920000000000003,0.061375,-2.630625,3.4895871935302036
1,0,0,0,0,0,0,0,0.000125,0.0,0.0,0.000125
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
-12798,26605,0,0,3,0,0,0,-1.59975,3.325625,0.0,3.6903904540204144
27803,30241,-11495,16416,32549,-10866,-17143,16370,3.475375,3.780125,-1.4368750000000001,5.332183996438514
-18552,-27848,30418,-16363,-12794,26605,0,0,-2.319,-3.481,3.80225,5.652630101333361
3,0,0,0,-12796,3823,20741,16410,0.000375,0.0,0.0,0.000375
31390,7257,21312,16374,-31714,30977,4592,-16367,3.92375,0.9071250000000001,2.664,4.828621524630503
-12734,26605,0,0,3,0,0,0,-1.59175,3.325625,0.0,3.6869295766430095
16090,2728,32703,16410,-14376,4199,3364,16372,2.01125,0.341,4.087875,4.568602584831056
-5806,9639,-608,-16368,-12483,26605,0,0,-0.72575,1.204875,-0.076,1.408620895814413
3,0,0,0,-13960,29046,8052,16419,0.000375,0.0,0.0,0.000375
-4488,5629,-6061,16386,-912,19302,-17149,-16365,-0.561,0.7036250000000001,-0.757625,1.176352320204283
-12423,26605,0,0,3,0,0,0,-1.552875,3.325625,0.0,3.670313665921484
-8642,-24672,12927,16416,-788,-13268,8599,16377,-1.08025,-3.084,1.615875,3.6454146647706622
16934,-29309,-32431,-16368,-12363,26605,0,0,2.11675,-3.663625,-4.053875,5.859750951938999
3,0,0,0,23061,-2632,1906,16412,0.000375,0.0,0.0,0.000375
-12123,412,-4225,16361,18771,-12654,-32694,-16372,-1.5153750000000001,0.051500000000000004,-0.528125,1.6055932412195812
-12303,26605,0,0,3,0,0,0,-1.537875,3.325625,0.0,3.6639925158561666
9733,8244,12988,16416,-4768,-12057,13380,16378,1.216625,1.0305,1.6235,2.2754909120066817
-8183,22434,7163,-16367,-12242,26605,0,0,-1.022875,2.80425,0.895375,3.116374130098952
3,0,0,0,-12355,20443,25201,16412,0.000375,0.0,0.0,0.000375
21368,-11093,5895,16368,21332,-7351,2678,-16369,2.6710000000000003,-1.386625,0.7368750000000001,3.0983793596411013
-12182,26605,0,0,3,0,0,0,-1.52275,3.325625,0.0,3.6576699144571534
22497,-15319,-21144,16413,8192,18202,-17627,16367,2.812125,-1.914875,-2.6430000000000002,4.308159964677496
7630,27453,12975,-16368,-12122,26605,0,0,0.95375,3.431625,1.621875,3.913587576476346
3,0,0,0,7003,24339,211,16414,0.000375,0.0,0.0,0.000375
11919,-7303,-8735,16376,-19657,-24583,27972,-16367,1.489875,-0.912875,-1.091875,2.060402702598451
-12062,26605,0,0,3,0,0,0,-1.50775,3.325625,0.0,3.6514506299722855
-4706,-8139,10405,16412,26430,32439,25053,16378,-0.58825,-1.017375,1.300625,1.7529162397986962
23308,28180,6783,-16366,-12002,26605,0,0,2.9135,3.5225,0.847875,4.649234401019699
3,0,0,0,4719,-14058,-31853,16415,0.000375,0.0,0.0,0.000375
-26387,19314,29601,16397,5360,-17729,-13886,-16366,-3.298375,2.41425,3.700125,5.51351119693703
-11942,26605,0,0,3,0,0,0,-1.49275,3.325625,0.0,3.6452824586203194
18187,-10175,-17156,16410,-32727,-4426,-26218,16370,2.273375,-1.271875,-2.1445,3.3741339861140665
7888,18245,-19001,-16368,-11806,26605,0,0,0.986,2.280625,-2.375125,3.4372467406705036
1,0,0,0,-450,-10701,-5928,16412,0.000125,0.0,0.0,0.000125
4778,-15270,24774,16380,-20190,11113,4655,-16368,0.5972500000000001,-1.90875,3.09675,3.686447434522836
-11801,26605,0,0,3,0,0,0,-1.475125,3.325625,0.0,3.6381005217352094
-2365,2940,-18024,16413,27286,-15195,32531,16375,-0.295625,0.3675,-2.253,2.3018382633506205
-6736,-18122,-17764,-16367,-11746,26605,0,0,-0.842,-2.26525,-2.2205,3.28191130478872
1,0,0,0,26327,2116,-4650,16415,0.000125,0.0,0.0,0.000125
9729,-18266,-29294,16380,15218,-30508,28900,-16366,1.2161250000000001,-2.2832500000000002,-3.66175,4.483369674767518
-11740,26605,0,0,1,0,0,0,-1.4675,3.325625,0.0,3.635015528250877
8080,444,-19301,16411,-5220,-11695,5080,16362,1.01,0.0555,-2.4126250000000002,2.6160924373242245
-809,-28904,18025,-16370,-11680,26605,0,0,-0.101125,-3.613,2.2531250000000003,4.259174512889793
1,0,0,0,-7046,-2812,-8138,16411,0.000125,0.0,0.0,0.000125
-31819,10305,-15530,16363,-32089,25370,-22163,-16371,-3.977375,1.288125,-1.9412500000000001,4.609471712544725
-11517,26605,0,0,1,0,0,0,-1.439625,3.325625,0.0,3.623851787980574
-6349,21557,-23340,16410,-25741,29316,12950,16386,-0.793625,2.6946250000000003,-2.9175,4.050018614926357
-18550,23672,-10497,-16365,-11457,26605,0,0,-2.31875,2.959,-1.312125,3.9817024723257517
1,0,0,0,-30515,31353,-335,16409,0.000125,0.0,0.0,0.000125
9016,-17363,-7214,16388,24314,-13796,18242,-16368,1.127,-2.170375,-0.90175,2.606493756586614
-11397,26605,0,0,1,0,0,0,-1.424625,3.325625,0.0,3.61791901944336
-15396,-7720,21128,16411,-27647,-27414,-30189,16367,-1.9245,-0.965,2.641,3.407316576134363
26074,11322,-25902,-16369,-11337,26605,0,0,3.25925,1.4152500000000001,-3.23775,4.807147614490323
1,0,0,0,-9855,18160,24662,16411,0.000125,0.0,0.0,0.000125
-10730,-10718,16318,16369,30163,-27181,-18175,-16369,-1.34125,-1.33975,2.03975,2.784683408845609
-11256,26605,0,0,5,0,0,0,-1.407,3.325625,0.0,3.611015181444825
0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
0,0,0,0,-11179,26605,0,0,0.0,0.0,0.0,0.0
1,0,0,0,2145,3591,29118,16411,0.000125,0.0,0.0,0.000125
26218,6460,-15759,16368,25059,-29717,9517,-16372,3.27725,0.8075,-1.969875,3.908046996662783
-11176,26605,0,0,5,0,0,0,-1.397,3.325625,0.0,3.6071305272508507
27555,8724,26262,16409,-20736,-5904,-3137,16378,3.444375,1.0905,3.28275,4.8815322341581435
-13454,-29167,-29575,-16367,-11119,26605,0,0,-1.68175,-3.645875,-3.696875,5.457799221641449
1,0,0,0,-31956,-29699,-10532,16411,0.000125,0.0,0.0,0.000125
-1152,29717,-5664,16372,10773,-25028,-10698,-16366,-0.14400000000000002,3.7146250000000003,-0.708,3.784235575466332
-11116,26605,0,0,5,0,0,0,-1.3895,3.325625,0.0,3.6042324967494817
25040,25408,-18794,16409,-27122,-18162,18475,16374,3.13,3.176,-2.34925,5.040124161417058
-10428,1197,-15449,-16370,-11041,26605,0,0,-1.3035,0.149625,-1.931125,2.3346827742222285
5,0,0,0,-31956,-16433,-1610,16408,0.000625,0.0,0.0,0.000625
-2816,-13478,18983,16381,8308,3492,-31517,-16368,-0.352,-1.68475,2.372875,2.9313516213728095
-10949,26605,0,0,5,0,0,0,-1.368625,3.325625,0.0,3.596236370325232
24402,-27913,7154,16409,-12403,18366,9686,16386,3.05025,-3.489125,0.89425,4.719925994189422
31835,-6449,-20789,-16367,-10889,26605,0,0,3.979375,-0.806125,-2.598625,4.820592784800953
5,0,0,0,19418,-10710,-13234,16410,0.000625,0.0,0.0,0.000625
-10475,8478,29737,16371,-29020,-22576,4951,-16367,-1.309375,1.05975,3.7171250000000002,4.080998801610949
-10829,26605,0,0,5,0,0,0,-1.353625,3.325625,0.0,3.590554592434155
29305,10061,-20039,16414,22270,-14824,22643,16381,3.663125,1.257625,-2.504875,4.612429313482755
-12088,-22689,-5414,-16366,-10768,26605,0,0,-1.5110000000000001,-2.836125,-0.67675,3.28400922320949
1,0,0,0,2050,-11400,4156,16411,0.000125,0.0,0.0,0.000125
25594,-9074,-32634,16373,13981,-26998,-22423,-16364,3.19925,-1.13425,-4.07925,5.306788500354994
-10710,26605,0,0,5,0,0,0,-1.33875,3.325625,0.0,3.584973249987369
21297,8236,17737,16412,-27530,-28549,-3714,16371,2.662125,1.0295,2.2171250000000002,3.6141974256050267
-3334,4418,23683,-16366,-10708,26605,0,0,-0.41675,0.55225,2.960375,3.0401448593159177
5,0,0,0,15463,9389,-18917,16411,0.000625,0.0,0.0,0.000625
6419,-3521,-12077,16361,22141,-18142,-3006,-16366,0.8023750000000001,-0.440125,-1.509625,1.765356422050516
-10648,26605,0,0,5,0,0,0,-1.331,3.325625,0.0,3.5820863530385476
4951,26234,-2827,16411,-8842,-689,1631,16365,0.6188750000000001,3.27925,-0.353375,3.355795094869471
-9944,13724,-17095,-16366,-10581,26605,0,0,-1.243,1.7155,-2.136875,3.0090237645497253
5,0,0,0,-21881,-32256,-3877,16411,0.000625,0.0,0.0,0.000625
14639,4839,-19627,16361,24960,12401,5607,-16366,1.8298750000000001,0.604875,-2.453375,3.1198341577518187
-10521,26605,0,0,5,0,0,0,-1.315125,3.325625,0.0,3.5762180311398803
15045,10564,-4959,16412,-2933,-9995,-24003,16365,1.880625,1.3205,-0.6198750000000001,2.3800663134143973
-3888,25014,-7477,-16367,-10461,26605,0,0,-0.486,3.12675,-0.934625,3.299437141866018
5,0,0,0,29901,-7585,29475,16411,0.000625,0.0,0.0,0.000625
19040,-8181,-8707,16370,-1384,25512,-23411,-16370,2.38,-1.0226250000000001,-1.088375,2.8097547991328353
-10401,26605,0,0,5,0,0,0,-1.300125,3.325625,0.0,3.5707291491024633
-9866,11624,25585,16411,-2786,-16781,27027,16371,-1.23325,1.453,3.198125,3.722917952107594
-11604,14423,-26689,-16370,-10340,26605,0,0,-1.4505000000000001,1.802875,-3.336125,4.0600540059523835
5,0,0,0,-2827,27118,26645,16407,0.000625,0.0,0.0,0.000625
5525,30871,6895,16381,-15680,12885,4457,-16366,0.690625,3.8588750000000003,0.8618750000000001,4.013814603575382
-10280,26605,0,0,1,0,0,0,-1.285,3.325625,0.0,3.5652498707138327
15380,-554,-10355,16411,3440,2994,405,16369,1.9225,-0.06925,-1.294375,2.318665230930287
25197,23849,31724,-16368,-10225,26605,0,0,3.149625,2.981125,3.9655,5.876430392359804
5,0,0,0,16881,4137,21687,16411,0.000625,0.0,0.0,0.000625
-1955,-2951,-31352,16370,4796,-27795,23500,-16369,-0.244375,-0.368875,-3.919,3.9439002150472824
-10220,26605,0,0,1,0,0,0,-1.2775,3.325625,0.0,3.5625535631938225
-12674,10114,30884,16412,-22111,-28256,-12939,16371,-1.58425,1.26425,3.8605,4.360233522989336
-11292,7798,27488,-16366,-10165,26605,0,0,-1.4115,0.97475,3.436,3.8403861540865916
5,0,0,0,-13141,-32113,2209,16412,0.000625,0.0,0.0,0.000625
-17663,5300,-2493,16368,14977,-19237,-19697,-16368,-2.207875,0.6625,-0.311625,2.326097247805861
-10159,26605,0,0,5,0,0,0,-1.269875,3.325625,0.0,3.5598264222079705
11156,-3896,-27572,16411,-11239,17288,30666,16369,1.3945,-0.487,-3.4465,3.7496881870363565
-20839,17024,556,-16368,-10099,26605,0,0,-2.6048750000000003,2.128,0.0695,3.364310927311119
5,0,0,0,32741,-12008,20043,16411,0.000625,0.0,0.0,0.000625
-9140,-5698,22546,16370,-28326,-15764,-23937,-16370,-1.1425,-0.71225,2.81825,3.1233218494096957
-10039,26605,0,0,1,0,0,0,-1.254875,3.325625,0.0,3.5545031869798627
32467,4668,15818,16412,12066,20001,30092,16372,4.058375,0.5835,1.97725,4.551966328206416
32235,-871,8587,-16366,-9982,26605,0,0,4.029375,-0.108875,1.073375,4.171312808562192
5,0,0,0,23381,13495,-26037,16411,0.000625,0.0,0.0,0.000625
32158,20064,-22542,16370,-16127,-8910,23132,-16368,4.01975,2.508,-2.81775,5.512546519078094
-9978,26605,0,0,1,0,0,0,-1.24725,3.325625,0.0,3.5518184361148024
-28131,28154,17073,16411,-30986,1508,30084,16368,-3.516375,3.51925,2.134125,5.413363392452976
32456,-7968,14561,-16366,-9922,26605,0,0,4.057,-0.996,1.820125,4.556766399062498
5,0,0,0,3713,14905,1906,16415,0.000625,0.0,0.0,0.000625
-31324,-24343,-24150,16391,13286,10061,10877,-16367,-3.9155,-3.042875,-3.0187500000000003,5.805435390918152
-9918,26605,0,0,5,0,0,0,-1.2397500000000001,3.325625,0.0,3.549191697150916
-6204,27973,7352,16411,-2726,-16189,-8090,16371,-0.7755,3.496625,0.919,3.6976137765625277
1150,-25020,-23486,-16370,-9857,26605,0,0,0.14375000000000002,-3.1275,-2.93575,4.291916631879049
5,0,0,0,-24648,32177,-23506,16411,0.000625,0.0,0.0,0.000625
3889,28469,-5079,16372,29152,-5758,20015,-16368,0.48612500000000003,3.558625,-0.634875,3.647354612849565
-9710,26605,0,0,5,0,0,0,-1.21375,3.325625,0.0,3.5401935968425517
-31323,-5611,21253,16411,6656,13195,22688,16369,-3.915375,-0.701375,2.656625,4.783277607653042
15050,-13510,31524,-16368,-9650,26605,0,0,1.88125,-1.68875,3.9405,4.681721731905903
5,0,0,0,13540,12660,15774,16410,0.000625,0.0,0.0,0.000625
-14031,23339,-10011,16385,2760,-10294,360,-16368,-1.753875,2.9173750000000003,-1.2513750000000001,3.6267194262687323
-9590,26605,0,0,5,0,0,0,-1.19875,3.325625,0.0,3.5350789528842212
-12975,-4895,-1699,16411,-4427,-5673,-22488,16389,-1.621875,-0.6118750000000001,-0.212375,1.7464170956203446
