0,1,2,3,4,5,6,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26691,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26748,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26756,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26813,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26821,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26877,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26885,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,26942,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26950,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27006,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27014,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27071,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27079,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27135,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27143,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27200,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27208,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27264,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27272,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27329,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27337,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27393,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27401,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27458,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27466,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27522,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27530,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27587,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27595,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27652,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27660,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27717,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27725,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27782,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27790,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27847,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27855,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27911,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27919,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,27976,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
27984,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28040,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28048,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28105,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28113,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28169,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28177,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28234,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28242,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28298,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28306,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28363,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28371,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28427,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28435,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28492,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28500,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28556,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28564,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28621,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28629,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28685,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28694,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28750,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28758,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28815,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28823,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28879,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28887,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,28944,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
28952,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29008,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29016,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29073,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29081,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29137,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29145,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29202,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29210,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29266,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29274,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29331,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29339,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29395,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29403,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29460,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29468,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29524,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29532,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29589,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29597,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29653,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29661,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29718,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29726,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29782,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29790,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29847,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29855,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29911,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29919,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,29976,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
29984,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30041,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30049,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30105,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30113,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30170,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30178,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30234,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30242,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30299,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30307,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30363,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30371,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30428,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30436,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30493,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30501,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30557,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30565,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30622,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30630,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30686,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30694,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30751,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30759,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30815,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30823,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30879,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30888,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,30944,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30952,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31008,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31016,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31073,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31081,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31137,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31145,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31202,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31210,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31266,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31274,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31331,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31339,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31395,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31404,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31460,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31468,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31525,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31533,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31589,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31597,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31654,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31662,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31718,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31726,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31783,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31791,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31847,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31855,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31912,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31920,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,31976,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31984,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32041,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32049,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32106,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32114,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32171,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32179,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32236,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32244,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32301,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32309,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32366,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32374,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32431,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32439,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32496,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32504,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32561,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32569,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32626,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32634,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32691,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32699,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,32756,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
32764,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32715,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-32707,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32650,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-32642,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32585,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-32577,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32520,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-32512,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32455,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-32447,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32391,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-32382,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32326,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-32317,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32261,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-32253,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32196,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-32188,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32132,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-32124,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32067,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-32059,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-32003,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31995,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31938,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31930,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31874,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31866,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31809,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31801,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31745,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31737,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31680,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31672,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31616,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31608,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31551,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31543,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31487,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31479,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31422,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31414,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31358,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31350,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31293,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31285,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31229,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31221,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31164,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31156,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31100,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31092,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-31035,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-31027,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30971,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30963,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30906,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30898,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30842,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30833,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30777,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30769,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30712,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30704,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30648,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30640,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30584,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30575,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30519,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30511,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30455,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30446,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30390,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30382,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30326,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30318,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30261,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30253,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30197,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30189,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30132,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30124,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30068,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-30060,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-30003,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29995,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29939,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29931,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29874,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29866,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29810,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29802,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29745,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29737,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29681,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29673,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29616,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29608,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29552,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29544,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29487,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29479,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29423,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29415,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29358,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29350,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29294,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29286,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29229,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29221,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29165,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29157,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29100,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29092,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-29036,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-29028,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28971,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28963,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28907,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28899,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28842,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28834,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28778,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28769,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28713,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28704,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28648,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28640,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28583,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28575,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28518,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28510,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28453,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28445,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28388,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28380,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28323,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28315,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,-28258,26557,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
-28250,26557,0,0,1,0,0,0
0,0,0,0,0,0,0,0
